微博id,微博正文,头条文章url,原始图片url,被转发微博原始图片url,是否为原创微博,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
K12JOb70e,"转发理由:来评论区找抖人感兴趣的题目  
原始用户: 冲冠一怒昊天锤
转发内容: 话说我很喜欢第九集的案子，剪出来取个啥名字好呢？  ",,无,无,False,无,无,2021-02-09 00:37,肖战顺顺利利,13,15,9
K12GBnu8z,"转发理由:我刚转发了，又有新的直男朋友点赞了。  
原始用户: 修与读灯
转发内容: 别骂太早，一口气刷9集才知真香有空去看看吧（一定要看，转发收藏起来，真情实感写评论，我在明示）  赞[2457] 原文转发[405] 原文评论[122]转发理由:我刚转发了，又有新的直男朋友点",,无,无,False,无,无,2021-02-09 00:29,肖战顺顺利利,30,142,2
K12FiBINR,"转发理由:尼玛笑死我了//@小兔子不爱吃萝卜DAYTOY:步步危🐔  
原始用户: 唐三bot
转发内容: 投稿唐三：我们被监视着竹清：被谁监视着唐三：那些鸡 摄像鸡 针孔相鸡 哈哈哈哈哈哈哈哈哈哈 谐音梗扣钱！  [组图共2张] 原图 ",,无,"http://ww3.sinaimg.cn/large/007Fuql8gy1gngkkl62v7j30u016gdis.jpg,http://ww4.sinaimg.cn/large/007Fuql8gy1gngkkm6wpmj30t20zkq6b.jpg",False,无,无,2021-02-09 00:26,肖战顺顺利利,24,149,7
K12EZqstz,"转发理由:哈哈哈哈哈哈哈//@斗罗追击令:王倦：被发现了//@Sean家Sweet:破案了！斗罗大陆剧本是欧思客写的回忆录//@有钱的蛋:王倦：终于找到了个机会把我写进戏里  
原始用户: 浪里追剧
转发内容: 有网友看完《斗罗大陆》这段，问#欧思客武魂是王倦吗# 哈哈哈哈哈！我觉得是！#欧思客武魂是王倦#  [组图共6张] 原图 ",,无,"http://ww1.sinaimg.cn/large/006UUnewly1gngabfvw7qg30go09de8d.gif,http://ww4.sinaimg.cn/large/006UUnewly1gngabio4pig30dc07inpp.gif,http://ww2.sinaimg.cn/large/006UUnewly1gngabd8158g30go09dkjs.gif,http://ww2.sinaimg.cn/large/006UUnewly1gngabccnksg30go09rqve.gif,http://ww2.sinaimg.cn/large/006UUnewly1gngabbb8ncg30go09rkjv.gif,http://ww3.sinaimg.cn/large/006UUnewly1gngabe8hgwg30go09rnpm.gif",False,无,无,2021-02-09 00:25,肖战顺顺利利,19,65,7
K12D15tPm,"转发理由:爸爸再爱我一次//@小鲤鱼要奔月:像极了我和我爸的聊天内容  
原始用户: 伊丽莎白骨精啊
转发内容: 我捡到唐三手机并翻了他的聊天记录，三哥打铁赚的钱还是按月结算，打工人流泪了，粉丝好严谨  [组图共6张] 原图 ",,无,"http://ww4.sinaimg.cn/large/0073VjPqly1gngki0enhmj30wk0m2409.jpg,http://ww4.sinaimg.cn/large/0073VjPqly1gngki0k59bj30n01dsdip.jpg,http://ww1.sinaimg.cn/large/0073VjPqly1gngki0qtbnj30n01dswh8.jpg,http://ww1.sinaimg.cn/large/0073VjPqly1gngki1r0ooj30n01ds0vn.jpg,http://ww1.sinaimg.cn/large/0073VjPqly1gngki2i0m6j30n00cgt94.jpg,http://ww2.sinaimg.cn/large/0073VjPqly1gngki2pctmj30u01hc15g.jpg",False,无,无,2021-02-09 00:20,肖战顺顺利利,12,45,3
K12BdbtMv,"转发理由:无情昊爹//@顾一野和拜拜雪公主喜结连理:爸爸：勿cue，你自己的路自己走  
原始用户: 吃瓜杂货铺
转发内容: 粉丝安利哪家强？肖战粉丝安利斗罗大陆还有模拟聊天记录，哈哈哈勤工俭学的唐三  [组图共5张] 原图 ",,无,"http://ww3.sinaimg.cn/large/006HgtnTgy1gngjt8j08hj30qo0gqdgv.jpg,http://ww3.sinaimg.cn/large/006HgtnTgy1gngjt8yel9j30o411rgo8.jpg,http://ww1.sinaimg.cn/large/006HgtnTgy1gngjt9dl8gj30nm17wtb7.jpg,http://ww3.sinaimg.cn/large/006HgtnTgy1gngjtahkbjj30nu14awh3.jpg,http://ww1.sinaimg.cn/large/006HgtnTgy1gngjtav5bzj30qn0b0t94.jpg",False,无,无,2021-02-09 00:16,肖战顺顺利利,29,97,6
K12uBf6Hz,"转发理由:明天开始！扎起！拿出十倍于🐺的努力！//@心碎却着迷:很清晰了明天开始，虾爬扎起！！（当然腾讯看剧是需要一直搞的，大家懂得）  
原始用户: itsashou_
转发内容: 不要焦虑，爬子一定能行上午做家务，中午看电视，下午讨论剧情，晚上一起团建。【剧可以一直播放，不是说只晚上看】一起努力，冲鸭  原图 ",,无,http://wx4.sinaimg.cn/large/005RzzEAly1gngkb8njaej30qo0x4jtf.jpg,False,无,无,2021-02-08 23:59,肖战顺顺利利,74,117,34
K12rd9sVq,"转发理由:及时调整方向，我会把原有的东西清出大脑，专心做剧粉。防止二极管，提醒一句，粉丝专注于剧不代表要去跟别的粉对立哈，别人说任他说，咱自己夸起来就完事儿。  
原始用户: 苏子起解三千里
转发内容: 说一个我接下来会自我执行的原则：我会少量对改动合理性做分析，但不会做与原作以及其它衍生的具体比照，且不接受转评区对比比照，电视剧首先是制作组独立的一部作品，请大家和我一起尊重电视剧剧组演职人员的劳动成果，以剧集质量高低、剧情精彩与否和演员表演如何来作为首要评判标准，不要本末倒置。  ",,无,无,False,无,无,2021-02-08 23:51,肖战顺顺利利,229,62,13
K12nS4nRo,"转发理由:咱们约定一下吧，明天起粉丝不要再提其他的，专注剧本身，冲起来吧！我们还能更好的！  
原始用户: 麻辣兔子盖浇饭
转发内容: #斗罗大陆剧版[超话]# 德塔文昨天2.81今天2.9！继续冲#肖战斗罗大陆# ｜#电视剧斗罗大陆#  原图 ",,无,http://wx2.sinaimg.cn/large/007UPaFcgy1gngjpvyrpmj30wi0iadok.jpg,False,无,无,2021-02-08 23:43,肖战顺顺利利,303,91,48
K1278wuMM,"转发理由:走一波//@山茶陈女士:这个公主号我知道流量蛮大的，大家可以关注评论一波  
原始用户: 斗罗追击令
转发内容: 有公🐷号夸我们了！大家可以给点热度嘛 （不会评论，在看转发就好了）  原图 ",,无,http://wx2.sinaimg.cn/large/007XpiDsly1gngiq5rijij30yi1pcka5.jpg,False,无,无,2021-02-08 23:02,肖战顺顺利利,18,126,11
K126KjVI7,"转发理由:不多说了，咱先来搞搞评论弹幕吧！冲！//@虾圈兔:再定一个小目标四万！  
原始用户: 虾圈兔
转发内容: 第8集评论数可以先破三万吗？  原图 ",,无,http://wx3.sinaimg.cn/large/0071QdHyly1gnginmvi0zj30u005z75b.jpg,False,无,无,2021-02-08 23:01,肖战顺顺利利,35,27,3
K123W1NQR,我们真的该找回粉丝自己的节奏了专注于剧本身  ,,无,无,True,无,无,2021-02-08 22:54,肖战顺顺利利,1327,42,116
K122y4Jph,"转发理由://@·炭烤兔爪·:某爆剧也是被倦改动非常非常大，没见人家粉天天bb和小说哪哪不同吧？每一集只要哪哪出现大改了，就有粉丝说，完蛋了剧扑定了，完蛋了，要被书粉动画粉骂死了。中国14亿人呢，多的是路人观众不知道原ip的，人家只要剧好看就完了，哪用的着你显微镜对比去强调呢？  
原始用户: 新酒记
转发内容: 公开说了，这层布别人不揭我来揭。自从斗罗播了，有些人就开始当上了粉圈“上等人”，不是互联网上等人，是粉圈上等人。这群人在干什么呢，每天别的不干，就做一件事，那就是拿着放大镜找不同，找剧版和动画到底哪里不同，一旦发现，就满世界嚷嚷😃从剧情到时间线到BGM！他妈的BGM都要找不同！你到底有多闲？那还要编剧干什么比这其他衍生拍呗！那还是电视剧吗？这些人每天就只干这一件事，多余是啥也不行，发个弹幕不行耽误她宝贵的找不同时间了，铺个热搜不行，抖也不发视频，你好歹去花个几十块给自己喜欢的视频买个推广呢？剧宣你做了个屁呢？已经四天了，这样下去别说粉丝草热度自嗨了，粉丝热度也没了，大男主剧能被这群找不同傻逼带到这个节奏我也是没想到的。从今天开始，剧版宣传就按照剧版的来，粉丝热度必须利用，你认为你发的弹幕不吸引人那你可以去片头片尾发呀！你不能不发呀！评论你总能发吧！                     ",,无,无,False,无,无,2021-02-08 22:50,肖战顺顺利利,180,115,32
K11XDBwB7,宝子们 不想打字的可以点这个“加一”跟之前狼是一样的粉丝把自己的事做好先 冲呀 划重点：弹幕多提唐三 评论区多提肖战  原图 ,,http://wx2.sinaimg.cn/large/006IJc3Dly1gngi5x91oaj31ds0n0q9j.jpg,无,True,无,无,2021-02-08 22:38,肖战顺顺利利,243,48,43
K11UPmN1A,"转发理由:恕我直言，有点躺了，可能觉得各方面数据都还不错吧…还不如狼时期的热血状态了…狼都冲了好几波…爬爬们支棱起来啊…  
原始用户: 新酒记
转发内容: 其实我觉得弹幕数据和评论数据都是强项，一部剧其他自有观众评判，粉丝做好自己该做的就行，不要受那些粉圈上等人影响，今晚第8第9集评论2万多，不是我们的水平。  ",,无,无,False,无,无,2021-02-08 22:31,肖战顺顺利利,237,148,52
K11NCeKQ6,"转发理由:看入迷了忘记互动了吧，咱们来搞搞弹幕吧！//@心碎却着迷:虽然很好看，不过也要多【互动】啊，不说了，咱们弹幕区和评论区见  
原始用户: 蔚蓝的天空986
转发内容: 🆘🆘🆘🆘💔💔💔💔图一为弹幕数，昨天下降了5️⃣名，直接第七了。图二为评论数，第一，持平。但是数量没比别人多多少，现在多数单集评论有的才一万多，最高的一集也才三万多，弹幕也很少，这个都和热度正相关，狼的时候咱们评论都十万起，是不是很多没怎么发的啊这个数据跟人家没粉丝的剧差不多 我反省我自己，只顾着看剧了，太好看了，一点也没快进，当然也么没怎么停下来发弹幕和评论         [组图共2张]      原图                     ",,无,"http://ww4.sinaimg.cn/large/007YJui5ly1gngg3y5a0aj30zn05wgmg.jpg,http://ww1.sinaimg.cn/large/007YJui5ly1gngg3yelg0j30zm0w7n2z.jpg",False,无,无,2021-02-08 22:14,肖战顺顺利利,14,27,4
K11Mzd9vn,"转发理由://@麻辣兔子盖浇饭://@1005号虾虾能量客栈:春节宅家锁定CCTV-8 《斗罗大陆》，和唐三@X玖少年团肖战DAYTOY 一起欢乐过大年。#肖战斗罗大陆# xz#肖战唐三# #肖战[超话]#  
原始用户: CCTV电视剧
转发内容: #大剧陪您过大年# 牛年新春！锁定CCTV-8，打开更多新惊喜  CCTV电视剧的微博视频  ",,无,无,False,无,无,2021-02-08 22:11,肖战顺顺利利,12,63,0
K11KN4w7P,"转发理由:吐他口水（君子动口不动手  
原始用户: -大庭叶藏
转发内容: 李涛，如果你遇到了戴沐白这样的leader，你会怎么做（。  原图 ",,无,http://wx3.sinaimg.cn/large/73c53efdly1gngea95kldj20yy66snpd.jpg,False,无,无,2021-02-08 22:07,肖战顺顺利利,18,14,12
K11DeCzdI,"转发理由://@云等风起:记得带唐三，我们肖战的角色热度也是要的。评论区可带肖战大名  
转发内容: 抱歉，由于作者设置，你暂时没有这条微博的查看权限哦。查看帮助：http://t.cn/RfdBWwP  ",,无,无,False,无,无,2021-02-08 21:48,肖战顺顺利利,15,49,2
K11wVoO7v,"转发理由://@北向故里:晚上好！//@呆桃燚:虾虾来，一边看剧一边见转！80.8了！90！行不行？！#肖战唐三# xz #肖战斗罗大陆#  
原始用户: X玖少年团肖战DAYTOY
转发内容: 蓝银皮皮草！ 绿洲  [组图共2张] 原图 ",,无,"http://ww3.sinaimg.cn/large/6ade4348ly3gneu4ihdvcj20zk0zkh70.jpg,http://ww3.sinaimg.cn/large/6ade4348ly3gneu4igldjj20zk0zk4qp.jpg",False,无,无,2021-02-08 21:32,肖战顺顺利利,11,795,17
K11sOEIFk,今天可能会卡九  原图 ,,http://wx4.sinaimg.cn/large/006IJc3Dly1gngfzqpa4tj30mz074dg6.jpg,无,True,无,无,2021-02-08 21:22,肖战顺顺利利,250,52,96
K11pJcbqL,"转发理由:卧槽好叼！！！！！  
原始用户: 唐唐·米木子
转发内容: #肖战唐三打戏# ｜ #斗罗大陆臻彩模式#神奇魂兽在哪里｜斗罗大陆伪预告欢迎来到斗罗大陆～@X玖少年团肖战DAYTOY #金牌混剪#｜ #fanstube# 小破站BV1RX4y1N7Fa唐唐·米木子的微博视频  ",,无,无,False,无,无,2021-02-08 21:15,肖战顺顺利利,25,215,7
K11onE3SN,"转发理由:哈哈哈哈哈哈哈//@你会变成巨人-:对不起对不起对不起那里！！！我就说！！！我一瞬间以为听到何书桓的声音！！！  
原始用户: 春日千手修罗神
转发内容: 我是真的超喜欢第八集开始20分钟风格看了好几遍金庸和琼瑶结合 春日千手修罗神的微博视频  ",,无,无,False,无,无,2021-02-08 21:11,肖战顺顺利利,19,533,6
K11l1gweE,"转发理由:笑死哈哈哈哈哈哈哈//@尤溪柠:Yah，这里是aka斗罗大陆  
原始用户: 唐三bot
转发内容: #斗罗大陆剧版[超话]#  [组图共3张] 原图 ",,无,"http://ww3.sinaimg.cn/large/007Fuql8ly1gngfb8qltwj31gg0u0wnv.jpg,http://ww1.sinaimg.cn/large/007Fuql8ly1gngfb9pc74j31gy0px7dz.jpg,http://ww2.sinaimg.cn/large/007Fuql8ly1gngfd999s6j30ni0do0u1.jpg",False,无,无,2021-02-08 21:03,肖战顺顺利利,18,226,3
K11kzw06s,"转发理由:史兰客乐团好欢乐哈哈哈哈哈#电视剧斗罗大陆#   
原始用户: 电视剧斗罗大陆
转发内容: 【魂力buff】#电视剧斗罗大陆##电视剧斗罗大陆花絮# 七怪化身移动点唱机，随时随地拿起麦克风唱响“史兰客大舞台”小陆很难不支持史兰客七怪原地出道小怪物们快来pick你心中的vocal担当吧！@X玖少年团肖战DAYTOY @吴宣仪_Betty @辰亦儒 @演員邱心志 @高泰宇GTY @刘美彤 @Liurn刘润南 @丁笑滢 @敖子逸 《斗罗大陆》幕后花絮：七怪化身移动点唱机                     ",,无,无,False,无,无,2021-02-08 21:02,肖战顺顺利利,18,16,0
K11jGiSP1,"转发理由://@心碎却着迷:在追剧吗在追剧吗在追剧吗爬爬们记得多【互动】哦#电视剧斗罗大陆#  
原始用户: 1005号虾虾能量客栈
转发内容: 看完凡哥来看看三哥吧 一碗水端平小栈约你一起来追剧 03～今日更新第八至第九集，唐三通过史兰客学苑入学测试，一行人前往夜火村调查房屋失火及黑色怪物，剧情扑朔迷离，快来和小栈一起相约腾讯视频《斗罗大陆》参与调查！时间：晚上八点二十至十点剧集：《斗罗大陆》第八至第九集地点：腾讯视频⭕️腾讯视频互动方式在这里👇🏻http://t.cn/A65mujU9评论区可以多多参与剧情相关话题哦，表达真情实感，分享精彩剧情～文明观剧的同时记得注意弹幕礼仪，维护良好的观剧环境。  #肖战斗罗大陆# 祝大家观剧愉快！ #肖战唐三# 📣📣📣奔走相告，一起来追剧叭～         [组图共2张]      原图                     ",,无,"http://ww3.sinaimg.cn/large/deb52dd5gy1gnge11bc9ng21901o0he9.gif,http://ww2.sinaimg.cn/large/deb52dd5gy1gnge1er73fg21901o0e8g.gif",False,无,无,2021-02-08 21:00,肖战顺顺利利,8,11,1
K11hgosB2,"转发理由:记住了//@19911005-500111991:工作室就是带#电视剧斗罗大陆#   
原始用户: 南山大道nsdd
转发内容: 爬子们，我们要带#电视剧斗罗大陆# 这个话题，而不是#斗罗大陆# 。我一直带错了，感觉损失了1005万魂币  ",,无,无,False,无,无,2021-02-08 20:54,肖战顺顺利利,38,217,7
K119f5MSt,"转发理由:期待明天！动力满满！  
原始用户: CCTV电视剧
转发内容: 【收藏！#电视剧斗罗大陆剧照#上新】背上行囊的唐三、现出兔耳的小舞和被萧大少抓做人质的大师......明天又会发生怎样的故事呢？  [组图共3张] 原图 ",,无,"http://ww4.sinaimg.cn/large/002do8ZNly1gnfclkelfwj618y0u0u1f02.jpg,http://ww4.sinaimg.cn/large/002do8ZNly1gnfclm6upij618y0u07wy02.jpg,http://ww3.sinaimg.cn/large/002do8ZNly1gnfcljgtbaj618y0u0qvg02.jpg",False,无,无,2021-02-08 20:34,肖战顺顺利利,38,480,22
K118KExSk,"转发理由:新剧照  
原始用户: 电视剧斗罗大陆
转发内容: 【魂力buff】#电视剧斗罗大陆# 人生中每个不舍的“离别”时刻，却也意味着崭新的“遇见”，你要记得和生活一起大踏步往前走。晚安 @X玖少年团肖战DAYTOY @吴宣仪_Betty @辰亦儒 @演員邱心志 @钟镇涛 @高泰宇GTY @黄灿灿acan @刘美彤 @Liurn刘润南  [组图共9张] 原图 ",,无,"http://ww1.sinaimg.cn/large/007vJaBCly1gngbuyx4fij31900u0npf.jpg,http://ww4.sinaimg.cn/large/007vJaBCly1gngbv1wupzj31900u0hdv.jpg,http://ww2.sinaimg.cn/large/007vJaBCly1gngbv5e1f3j31900u0x6r.jpg,http://ww3.sinaimg.cn/large/007vJaBCly1gngbv8n7mxj31900u07wj.jpg,http://ww2.sinaimg.cn/large/007vJaBCly1gngbvfelhyj31900u0hdu.jpg,http://ww2.sinaimg.cn/large/007vJaBCly1gngbvjrfgkj31900u0hdw.jpg,http://ww4.sinaimg.cn/large/007vJaBCly1gngbvpraoyj31900u0qv6.jpg,http://ww3.sinaimg.cn/large/007vJaBCly1gngbvwaipfj31900u07wk.jpg,http://ww3.sinaimg.cn/large/007vJaBCly1gngbw08m4uj31900u0b2b.jpg",False,无,无,2021-02-08 20:33,肖战顺顺利利,10,85,2
K115WoC3e,"转发理由:转//@虾圈兔:唐三要说什么？我听着#肖战斗罗大陆#  
原始用户: 肖战工作室
转发内容: 【三】言良语勇谋藏于心，热血闯斗罗。大家让一让，三哥@X玖少年团肖战DAYTOY 有话要说[加油]#肖战[超话]#  [组图共6张] 原图 ",,无,"http://ww3.sinaimg.cn/large/007fzS16ly1gnge2jf3ypg30jg0aynpf.gif,http://ww3.sinaimg.cn/large/007fzS16ly1gnge2h47tpg30jg0ay4qu.gif,http://ww2.sinaimg.cn/large/007fzS16ly1gnge2b0829g30jg0ayqva.gif,http://ww1.sinaimg.cn/large/007fzS16ly1gnge26253xg30dw07te86.gif,http://ww3.sinaimg.cn/large/007fzS16ly1gnge1vh52zg30jg0ayu12.gif,http://ww1.sinaimg.cn/large/007fzS16ly1gnge228mu0g30jg0ayb2h.gif",False,无,无,2021-02-08 20:26,肖战顺顺利利,9,64,4
K115d8Q64,"转发理由://@肖洒的肖夫人:“不流血，不痛苦，怎么走自己的路”#肖战唐三# xz#肖战斗罗大陆#  
原始用户: 肖战工作室
转发内容: 【三】言良语勇谋藏于心，热血闯斗罗。大家让一让，三哥@X玖少年团肖战DAYTOY 有话要说[加油]#肖战[超话]#  [组图共6张] 原图 ",,无,"http://ww3.sinaimg.cn/large/007fzS16ly1gnge2jf3ypg30jg0aynpf.gif,http://ww3.sinaimg.cn/large/007fzS16ly1gnge2h47tpg30jg0ay4qu.gif,http://ww2.sinaimg.cn/large/007fzS16ly1gnge2b0829g30jg0ayqva.gif,http://ww1.sinaimg.cn/large/007fzS16ly1gnge26253xg30dw07te86.gif,http://ww3.sinaimg.cn/large/007fzS16ly1gnge1vh52zg30jg0ayu12.gif,http://ww1.sinaimg.cn/large/007fzS16ly1gnge228mu0g30jg0ayb2h.gif",False,无,无,2021-02-08 20:24,肖战顺顺利利,2,10,0
K113fqjKu,"转发理由:不动明王很帅！斗罗大陆冲呀！  
原始用户: 演员张继南
转发内容: 听说我们好少年唐三@X玖少年团肖战DAYTOY  没吃过红烧肉，为师想替你吃…替你吃…吃了个寂寞…  #斗罗大陆#  @电视剧斗罗大陆 演员张继南的微博视频  ",,无,无,False,无,无,2021-02-08 20:19,肖战顺顺利利,47,471,36
K11146mvD,"转发理由:哈哈哈哈哈哈//@xz牛二爱吃薯片DAYTOY:那句韩语是：我一定弄一定弄一定弄你？？  
原始用户: 眉头稍舒
转发内容: #斗罗大陆剧版[超话]#用Exo的《咆哮》打开#唐三用昊天锤保护小舞#在她的范围里全都该撤离不然我一定慢慢发脾气@X玖少年团肖战DAYTOY 肖战唐三这一段保护小舞好飒！斗罗大陆的特效好燃！#肖战斗罗大陆# [打call]  眉头稍舒的微博视频  ",,无,无,False,无,无,2021-02-08 20:14,肖战顺顺利利,12,40,2
K10YXpmBG,我老公（原著+动漫粉）评价：那个欧思客演得很好。我老公不喜欢我追星，因为吃醋，但是他看剧版的时候，上个厕所都要喊我暂停。  ,,无,无,True,无,无,2021-02-08 20:09,肖战顺顺利利,315,3,45
K10Vhie1X,"转发理由:这段重逢被玩坏了哈哈哈哈//@nuIlity:爱到心破碎 也别去怪谁 只因为相遇太美  
原始用户: 盐焗还是炭烧
转发内容: #兰德抠门的样子像极了王启年# #斗罗大陆臻彩模式# 换个bgm打开苑长大师故人重逢 盐焗还是炭烧的微博视频  ",,无,无,False,无,无,2021-02-08 20:00,肖战顺顺利利,27,62,4
K10UuyTZs,"转发理由:哈哈哈哈哈哈哈//@演員邱心志:好说好说，那就先来10个金魂币吧#电视剧斗罗大陆#  
原始用户: 演员田雨
转发内容: #兰德抠门的样子像极了王启年# 听说@演員邱心志 这位仁兄赚钱有道，我们交流交流心得？[並不簡單]  [组图共2张] 原图 ",,无,"http://ww1.sinaimg.cn/large/60bc83b9ly1gngazj59g1g207w07wqv8.gif,http://ww1.sinaimg.cn/large/60bc83b9ly1gngazi45ggg20ag0age84.gif",False,无,无,2021-02-08 19:58,肖战顺顺利利,16,30,1
K10TW1UYa,"转发理由:小凡牛逼  
原始用户: 春日千手修罗神
转发内容: 爆爆仙，用钱堆积出来的闪光，次轮下午档，不愧正主亲封c位  [组图共2张] 原图 ",,无,"http://ww1.sinaimg.cn/large/0064OCwDly1gngdlnu30sj30u01t0458.jpg,http://ww4.sinaimg.cn/large/0064OCwDly1gngdm8tvs2j30u01t0q6p.jpg",False,无,无,2021-02-08 19:56,肖战顺顺利利,86,93,17
K10Tscg8h,"转发理由:哈哈哈哈哈哈哈//@心碎却着迷:哈哈哈哈哈哈哈哈梦幻联动  
原始用户: 演员田雨
转发内容: #兰德抠门的样子像极了王启年# 听说@演員邱心志 这位仁兄赚钱有道，我们交流交流心得？[並不簡單]  [组图共2张] 原图 ",,无,"http://ww1.sinaimg.cn/large/60bc83b9ly1gngazj59g1g207w07wqv8.gif,http://ww1.sinaimg.cn/large/60bc83b9ly1gngazi45ggg20ag0age84.gif",False,无,无,2021-02-08 19:55,肖战顺顺利利,3,9,0
K106AqVRy,"转发理由:卧槽！绝配！  
原始用户: 在呷
转发内容: 分享图片  原图 ",,无,http://wx3.sinaimg.cn/large/4dc37cb5ly1gng9vm2k8aj215o1jk4qr.jpg,False,无,无,2021-02-08 17:55,肖战顺顺利利,72,64,5
K102N2dCZ,"转发理由:i三疯狂点头//@唯一个小赞:我说一句三哥颜巅没人能反驳[加油]  
原始用户: 半糖小兔
转发内容: 我妈说这是同一个人塑造的古装角色，我不信。  [组图共7张] 原图 赞[2556] 原文转发[1091] 原文评论[439]转发理由:i三疯狂点头//@唯一个小",,无,"http://ww4.sinaimg.cn/large/721084f2ly1gnfxg3mofnj20u019aaq1.jpg,http://ww2.sinaimg.cn/large/721084f2ly1gnfxg4bpfcj20u01hcwrt.jpg,http://ww1.sinaimg.cn/large/721084f2ly1gnfxg6bvk4j21ae1xge81.jpg,http://ww3.sinaimg.cn/large/721084f2ly1gnfxg7ebh6j20u016tn64.jpg,http://ww4.sinaimg.cn/large/721084f2ly1gnfxjzp7v1j20u015x45o.jpg,http://ww2.sinaimg.cn/large/721084f2ly1gnfxjyypksj21jk2bcqv5.jpg,http://ww2.sinaimg.cn/large/721084f2ly1gnfxg2ic5oj21jk2abqv5.jpg",False,无,无,2021-02-08 17:45,肖战顺顺利利,55,72,11
K102h1UpA,"转发理由:这里真的帅惨了😭  
原始用户: 半糖小兔
转发内容: 我手都抽筋了也没弄清楚这个动作到底是怎么做出来的……#肖战唐三打戏#  原图 ",,无,http://wx4.sinaimg.cn/large/721084f2ly1gng9e5rmbfg20i70d04qt.gif,False,无,无,2021-02-08 17:44,肖战顺顺利利,33,65,8
K100Rg7IE,"转发理由:这个真的特别有用！！  
原始用户: 你该美丽中带着刺
转发内容: #肖战斗罗大陆# 【vx视频号要重视】i斗罗们，关注一下斗罗@电视剧斗罗大陆 的视频号，叫斗罗大陆电视剧vx的机制，你点赞之后，你所有朋友看视频号都能看到，还可以直接把【视频】转发到朋友圈就点对点来说，我觉得甚至比微博安利更有用，都是自己的私域流量，更好安利今天斗罗官方又更新了！快去看！         [组图共6张]      原图                     ",,无,"http://ww1.sinaimg.cn/large/007aIu3Uly1gng4pxiaipj30ux18cgss.jpg,http://ww4.sinaimg.cn/large/007aIu3Uly1gng4pvkwt1j30v90mcwgn.jpg,http://ww2.sinaimg.cn/large/007aIu3Uly1gng4pvb3ifj30n419l78q.jpg,http://ww1.sinaimg.cn/large/007aIu3Uly1gng4pw33c5j30zo1qnwu4.jpg,http://ww3.sinaimg.cn/large/007aIu3Uly1gng4px529ij30v90nzgno.jpg,http://ww4.sinaimg.cn/large/007aIu3Uly1gng4pyb1pkj31hc0wob29.jpg",False,无,无,2021-02-08 17:41,肖战顺顺利利,12,23,3
K0ZVIcGa7,"转发理由://@肖洒的肖夫人:新花絮来了，好欢乐啊哈哈哈哈哈哈#肖战唐三# xz#肖战斗罗大陆#  
原始用户: CCTV电视剧
转发内容: 【CCTV-8#电视剧斗罗大陆花絮#上新】戏里相亲相爱，戏外也同样有爱的“三五”兄妹打打闹闹日常再放送。 CCTV电视剧的微博视频  ",,无,无,False,无,无,2021-02-08 17:28,肖战顺顺利利,13,111,0
K0ZVkvZEt,"转发理由:我超喜欢欧思客！//@颜究所bot:哈哈哈哈哈哈最后那一句笑死我了#斗罗大陆#  
原始用户: 裂像对焦
转发内容: #电视剧斗罗大陆# 你好！我叫欧思客！ 裂像对焦的微博视频  ",,无,无,False,无,无,2021-02-08 17:27,肖战顺顺利利,15,34,3
K0ZUoC3EX,"转发理由:这里有团战内味儿了 不错  
原始用户: 蜜桃少女染
转发内容: #唐三用昊天锤保护小舞#[加油]#肖战斗罗大陆# 唐三小舞朱竹青三人对战赵老师这里真的配合度极高让人眼前一亮，朱竹清武魂第一次亮相和三舞配合得很好已经无比期待七怪团战会有多惊艳了  [组图共4张] 原图 ",,无,"http://ww3.sinaimg.cn/large/9dd6c1d8ly1gng8zrywapg20rs12bx76.gif,http://ww4.sinaimg.cn/large/9dd6c1d8ly1gng8u2v89gg20rs12b4r1.gif,http://ww4.sinaimg.cn/large/9dd6c1d8ly1gng8u05km9g20k50rshe6.gif,http://ww1.sinaimg.cn/large/9dd6c1d8ly1gng8u325r0g20m60uk7wt.gif",False,无,无,2021-02-08 17:25,肖战顺顺利利,15,19,0
K0ZTGCya3,"转发理由:真的哎！我还以为是唐三身体冒的黑烟，看来不是啊！是他挡在前面了！  
原始用户: 扶离箬苏
转发内容: #斗罗大陆剧版[超话]##斗罗大陆剧情脑洞# 陆人们，你们看看这是不是一个场景我无法确定，第一张跟后面两张是不是一个场景  [组图共3张] 原图 ",,无,"http://ww3.sinaimg.cn/large/007XJCy1ly1gng8y9iszjj31hc0u0mzj.jpg,http://ww1.sinaimg.cn/large/007XJCy1ly1gng8ya5om2j31hc0u041t.jpg,http://ww2.sinaimg.cn/large/007XJCy1ly1gng8yargzoj31hc0u0q7i.jpg",False,无,无,2021-02-08 17:23,肖战顺顺利利,26,9,6
K0ZSiCaFq,"转发理由://@唐三bot:昨天大家讨论过的父子俩之间的情感羁绊 唐三和唐昊的人物形象更加丰满了  
原始用户: 赞时不吃
转发内容: #斗罗大陆剧版[超话]##斗罗大陆# 父爱的风，无声息，只言片语，纠葛于心BGM：错位时空#肖战唐三# 赞时不吃的微博视频  ",,无,无,False,无,无,2021-02-08 17:20,肖战顺顺利利,12,18,0
