label	text_a
肖战斗罗大陆	送花链接滴滴滴！来给肖战大帅哥送三朵小花花送小花花的同时还能提升v榜（这几天大家叫我每件事单独发我就单独发啦）xz
肖战最好的你	xzᴵˡⁱᵏᵉʸᵒᵘʳᵉʸᵉᵇʳᵒʷˢᵃˢᵇᵉᵃᵘᵗⁱᶠᵘˡᵃˢᵗʰᵉᵐᵒᵘⁿᵗᵃⁱⁿᵉʸᵉˢʷⁱᵗʰᵗʰᵉˢᵗᵃʳˢᵃⁿᵈᵗʰᵉˢᵉᵃ喜你眉秀似山，眼拥星辰大海今日兔贴，指路回
晚安	晚安💤绿洲
肖战正能量艺人	逗小孩子的肖肖，自己也是个小孩子
肖战	转发理由:｜愿善意可抵达，但求无愧于心。原始用户:童温婉DAYTOY转发内容:｜愿善意可抵达，但求无愧于心。
肖战	xz本成年人在几轮陪跑之后，终于可以泡上肖战了🤤🤤
肖战斗罗大陆	xz唐三的终极梦想竟然是吃红烧肉~
肖战	啊啊啊啊啊啊啊鬼故事！！今天破不了十二了！！太要命了！！谁来帮帮我转发顶帖让其他人看到！需要七千个爬爬！！xz
肖战	🖥➕📱我准备好啦！准备好啦！
肖战	转发理由:辛苦原始用户:战挼春色·肖战转发内容:丨终于🛫️🛬️
支持肖战代言	（xz兔子🐰🐰🐰肖战敏而好学肖战仪表堂堂肖战温文尔雅肖战谦谦君子肖战玉树临风肖战茂林修竹
肖战	转发理由://@肖战影音会官微:宁愿战死，也不认命！[加油][加油]原始用户:电视剧斗罗大陆转发内容:【逗罗大陆】武魂殿赛场上变幻莫测，激烈的战斗下唐三魂骨被邪月砍断在这等蚀骨之痛下，唐三强忍疼痛，不愿退缩！战斗还未结束，三哥绝不会认输！
肖战斗罗大陆	xz扩扩扩📣📣📣还有谁没做寻权的呀，太低了太低了！！！就十秒钟而已！
肖战	真正有知识的人的成长过程，就像麦穗的成长过程：麦穗空的时候，麦子长得很快，麦穗骄傲地高高昂起，但是，麦穗成熟饱满时，它们开始谦虚，垂下麦芒。——蒙田《蒙田随笔全集》
肖战疾冲	敬佩你的义薄云天因为知晓你有自己所坚守的正义和信仰；心疼你的深情不悔因为懂得你有自己所坚守的执着和无私；爱慕你的志存高远因为明白你有自己所坚守的理想和志向。期待狼殿下！期待疾冲！期待肖战！
肖战我喜欢你	十六『军阀少帅《西江月》』江沪的风声越来越大，匪军的动作也越来越多……这上海，怕是要变天了。在萧氏官邸里，所有的房间都精致奢靡，唯独一处不同。便是萧氏的书房，有文人骚客的风雅，也有大户人家的贵气。厚重的妃色提花落地窗帘静静垂在那里，窗口处一位年轻公子长身玉立。只看剪影，都觉得平湖秋月岁月河山的美好纷至沓来。“哥！”萧赞见萧战推门进来，璀然一笑，颊边泛起浅浅的梨漩。【原文见图】【西江月更新合集】肖战民国《西江月》合集【混剪】西江月xzxzggzz
早安	即使不知道距离梦想的终点还有多远，即使前路颠簸没有捷径可循，我始终愿意相信成功就在下一个拐角处。坚定信心，认准前路，蹄疾步稳地走好每一步，这就是距离成功最近的路。早安
肖战	xz两亿啦！！！大家好棒！继续加油
肖战斗罗大陆	xz霸气唐三归来，人生何处难，不如少年抬眼之间。坚韧少年重新启程，在斗罗大陆重见明媚阳光。不忘赤子情义，至斗罗大陆之巅。期待精彩演绎的唐三，期待斗罗大陆！
肖战余生请多指教	xz顾医生，你啥时候上啊，书都快看完了，甜死我了
肖战	尽管没有抢到小赞杯但我相信下一次我一定可以的[加油]谢谢姐妹们的生日祝福呀帮个忙，捞一下另一个帖子🙏
肖战唐三	xz时光恬淡，浅笑安然你像暗夜里的萤火虫，用你的点点微光照亮黑暗，送来光明！肖战正能量艺人xz肖战余生请多指教
肖战	转发理由:转发微博原始用户:Kepler1005丨肖战转发内容:[微风]0923｜MXP✈️PVG出发几番周折多地辗转我们的小王子回家啦
晚安	晚安肖先生不要回头！永远！顺顺利利
早安	灿若星辰点亮夜空，你的心中有光芒，眼里有星辰，有你在，哪里都是玫瑰星球早安
肖战正能量艺人	转发理由:xz演员肖战原始用户:明星权力榜转发内容:【】第239期榜单之华语男演员Top10：NO.1肖战NO.2王一博NO.3任嘉伦NO.4朱一龙NO.5李现NO.6罗晋NO.7邓伦NO.8李易峰NO.9张若昀NO.10于朦胧（百度指数、百度资讯指数、贴吧活跃度、贴吧签到数、微博热议度、微信指数第一：肖战；粉丝新增数、微博互动数第一：王一博）
肖战顾魏	xz哥哥你继续亲吧不用管我们
肖战	转发理由://@1005号虾虾能量客栈:xz史兰客的团魂无时无刻不在[加油][加油]原始用户:电视剧斗罗大陆转发内容:【逗罗大陆】史兰客的团魂不仅体现在赛场上，更体现在饭桌上初到天斗皇家学苑见到一桌美食的七怪，埋头干饭不说话美食不等人，干饭不能停~
肖战平安喜乐	xzxzxz肖战语录-对于别人的误解跟揣测，世界很大，守恒定律，有多少人喜欢你就会有多少人讨厌你.现在他们眼里你连呼吸都是错的，所以干嘛不愿意努力做你自己让喜欢你的人更爱你呢心的过滤网要升级咯！热爱可抵岁月漫长✨✨✨不惧一切，一路向前💞💞彼此保护从来不只是说说而已🐰
电视剧斗罗大陆	转发理由://@1005号虾虾能量客栈:绝美大片！！！唐三也太帅了吧原始用户:电视剧斗罗大陆转发内容:绝美上线流光交错，美轮美奂，人间光景，尽收眼底~@吴宣仪_Betty摄影：@摄影师Gabrielle
肖战斗罗大陆	xz📣📣📣十二点啦！！打开电视机！打开央视频！！看斗罗大陆啦！央视频一定要重视，可以抽签名照呀！！记得【进进出出】【蹦蹦跳跳】做活泼小虾！！
肖战	有泪就流。在忍耐和伤心过后，要继续前行。陪伴我们度过此生的只有一人--那就是我们自己。让生命鲜活起来
肖战斗罗大陆	xz願你眼裡是陽光，笑里是坦蕩。一路相伴!加油戰戰！願你星途坦蕩💫🌌願你再無風霜💫🌌願你平安順遂💫🌌願你越來越好💫🌌熱愛可抵歲月漫長彼此保護從來不是說說而已不相忘,勿相忘今日兔贴，指路回
肖战	两天了两天了，哥哥你快两天没有营业了幸好明天我还能拥有红秀
肖战	恭喜肖战成为蒙牛品牌代言人蒙牛纯牛奶放心好喝蒙牛旗下品牌真果粒也不错
肖战唐三	xz❗️❗️宝子们，晚上吃完饭来做一下寻权哦送花了吗？送花链接签到了吗？盖楼了吗？
肖战	📝
肖战余生请多指教	xz“一直笑着，是不容易的一直温柔也是很不容易的如果一个人将这件事都做得来，那他不是天赋异禀，而是他的选择选择让别人收益”----选自“听风”肖战，你已经做的足够好，好到让我心疼。始于颜值忠于人品，只愿守战一人
肖战	我投完了！五个不够我选啊
狼殿下肖战	转发理由://@1005号虾虾能量客栈:xz看赏金猎人疾冲如何纵情人生逐爱江湖，期待肖战的精彩演绎！期待疾冲！期待《狼殿下》原始用户:微博电视剧转发内容:由@王大陸TaluWang@李沁@辛芷蕾等主演的《狼殿下》在@腾讯视频@爱奇艺@优酷开播啦！讲述了后梁奎州城郡主摘星与生长于狼群中的少年狼仔相识，错别八年后相遇，狼仔已成狠厉的渤王，两人需在复仇、危机中为爱力战天命的故事。
肖战	本肖战粉丝觉得肖战自拍好帅！但是比起肖战王牌部队路透图，我还是觉得肖战工作室发的图更清晰，更适合做肖战壁纸！一边喝着真果粒一边吃着开小灶一边期待肖战待播剧斗罗大陆和余生请多指教呀！肖战平安喜乐肖战顺顺利利我喜欢肖战
肖战	我们の肖朋友🍑~六一儿童节快乐吖🥳六月[微风]希望所有の美好都可以如期而至顺顺利利~健健康康~万事胜意~祝你祝他祝我xzxz
肖战唐三	抖虾集合痘印有个热搜啦！！！铺完微博热搜去痘印加热一下呗冲冲冲！此刻我独领风骚xz
肖战	这个生日礼物有点棒呆
肖战斗罗大陆	xz还有谁没做的吗？🆘🆘打卡扩散冲冲冲
肖战斗罗大陆	加油～
肖战	转发理由://@1005号虾虾能量客栈:感谢@FengChenWangStudio分享肖战身着水墨提花西服，尽显儒雅气质原始用户:FengChenWangStudio转发内容:演绎FengChenWang水墨提花西服，冷峻之中尽显儒雅深邃。设计师@FengChenWang王逢陈以水墨般的意境提炼所见之景，摩登先锋之下的淡然恬静独树一帜。即刻前往与官方小程序，Get水墨系列单品。
肖战陌森眼镜品牌代言人	xz肖战星途璀璨，肖战赤诚善良，肖战谦逊有礼，肖战星途坦荡，肖战勤奋努力，肖战天道酬勤，肖战诚恳待人，肖战行胜于言，肖战气势如虹，肖战茂林修竹，肖战万事顺遂，肖战热心公益，肖战未来可期❤️
电视剧斗罗大陆	转发理由://@1005号虾虾能量客栈:带着勇气与信念前行，再强大的对手都可以战胜，史兰客七怪必胜！xz原始用户:电视剧斗罗大陆转发内容:【魂力buff】带着勇气与信念前行，再强大的对手都可以战胜。@吴宣仪_Betty@辰亦儒@演员邱心志@朱珠ZhuZhu@张雯
肖战	你所有的温柔和勇气，都在我眼里，路途遥远我们一路跟随你，尚好的青春，最好的你预约好啦！期待花果轻乳的味道，感谢@真果粒选择了肖战，一直很喜欢真果粒[兔子]
肖战	"王者荣耀匹配不到好队友真的会""自闭""有比较好操作/易学的射手和打野推荐一下的吗"
肖战	前十名肖哥一个人占了仨还是1.2.6.就是这么厉害()
狼殿下肖战	狼殿下肖战肖战疾冲肖战，期待演员肖战，喜欢肖战饰演的疾冲。愿你余生安暖，世世清欢。🍃愿你一生努力，一生被爱🌸愿你心怀澄澈，永远明朗。💫🌟肖战，愿你平安喜乐，顺遂无忧。图片cr水印狼殿下肖战肖战疾冲
肖战斗罗大陆	肖战斗罗大陆，肖战余生请多指教。请大家看图，重视一下发帖规则❗发原创微博时，不仅要带上2个tag，还要重复打上tag的内容❗❗❗然后说你想说的话，最后艾特他。
肖战	我跟虞姬太难了那俩干啥不啥不行！跑路第一名
肖战唐三	转发理由://@1005号肥虾饲养部:和唐三一起初心不改，热血不凉原始用户:肖战工作室转发内容:【三】言良语路越走越远，实力越来越强。但唐三始终初心不改，热血不凉
肖战	转发理由:唐三有颗八卦的心//@肖战华中粉丝会:三哥：？？？我是谁，我在哪？发生了什么原始用户:肖战工作室转发内容:记录三哥一次“失败”的吃瓜经历
肖战斗罗大陆	保持炙热坚持下去!或许前路未必光明坦荡…但也一定充满无限可能！让我们一起成为更好的自己吧！xz[兔子]
肖战	转发理由:好帅啊原始用户:肖战工作室转发内容:身穿撞色织带手工编织夹克。简练帅气，英挺不凡，未来感十足。
肖战	顺顺利利,开开心心
肖战	转发理由://@肖战影音会官微:岁岁重阳，今又重阳，登高望远，敬老孝亲。我们在的歌声中相遇，璀璨星光将照亮你我前行之路。原始用户:肖战工作室转发内容:日月逢九登高季，岁岁重阳孝满情。《夜空中最亮的星》传递声音中的温暖。CCTV-3综艺频道、央视频，重阳佳节，敬祝安康。
肖战	绿洲也别忘了去点赞❗️❗️❗️分享的@绿洲动态:蓝银皮皮草！绿洲
晚安	特殊的日子里总会格外的想您🎐晚安我爱的人们顺顺利利！
肖战斗罗大陆	上热搜了，速速来发原创加热呀有没有实时都要发哈xz
肖战余生请多指教	肖战余生请多指教肖战斗罗大陆[鲜花]肖战帅气，肖战绅士风度，肖战非常敬业，肖战引领粉丝做公益，肖战正能量艺人，期待肖战过多更的作品，我特别喜欢肖战！
肖战	这个一定得压下去，xz
肖战1005生日快乐	肖战生日快乐，愿你往后余生，一路坦荡，再无风霜，把每一天都过成你想要的日子肖战
肖战	自习室-树：“我想吃糖葫芦。”（自习室外还在下雪）小男友：“想吃什么味道的？”树：“我也不知道（趴桌）”小男友：“哦。”（埋头开始写论文，五分钟过去后起身出去了。）过了一会儿举着一根上边什么水果都有的糖葫芦进来了🍓🍊🥝🍇🍌-我也不知道这个小傻子跑了学校附近多少个冰糖葫芦摊，也不记得那天的糖葫芦是什么滋味了，但是我永远忘不了他进门时候帽子上的雪和脸上挂着得笑。
肖战最好的你	xz[衰]紧急求兔🐰🐰🐰，1000+谢谢！肖战最优秀
肖战斗罗大陆	xz要兔兔，给帅哥投积分做数据啦
肖战	xz“大学很重要。无论你以后在不在这个行业里面，我觉得大学都是你人生当中必须要去经历的。是一种很难忘的回忆。那个回忆无论是美好的，或者不开心的，开心的。我觉得都是人生当中不可缺少的东西。所以我觉得一定要去大学。”肖战正能量艺人
肖战正能量艺人	恭喜光点！恭喜肖战！肖战是该机构自1933年成立88年以来【唯一】入榜前十的华语男歌手！并且是第一次入榜就拿下第七的好成绩！同时也创造华语音乐单曲销量历史！肖战光点公益，更是正能量满满👍🏻！解锁公益涵盖贫困小学的多个公益体育园地、音乐教室、爱心书屋、3万份免费爱心午餐、沙漠梦之路、植树造林、公益电影院等多个项目！
肖战最好的你	想要20只兔子给小赞送积分~兔兔我兔兔我[好喜欢]
肖战	5.12汶川大地震12周年祭，愿山河无恙，国泰民安！【🙏🙏🙏】
肖战疾冲	xz宝宝们检查一下寻明权了吗？送花了吗？送花链接签到了吗？盖楼了吗？投票了吗？1.://sports.weibo.cn/rank/indextopicid=lB6i1mBzNuxP&bid=p6HHHzzmBqXW&portrait_only=1&disable_sinaurl=1&sinainternalbrowser=topnav&share_menu=1&disable_gesture_back=1忘记了的赶紧哦不会的看这里寻艺明权和送花盖楼xz
肖战	xfx真是什么吊图都有
肖战正能量艺人	丨肖战的心愿一直都很简单，以后我的愿望也分给你，愿所有美好与你环环相扣。肖战平安喜乐，健健康康，顺顺利利🙏🙏🙏
肖战斗罗大陆	插播一则鬼故事还有谁没做小寻小权的？就一分钟时间！！！转发顶帖让大家都看到！！！xz
肖战	转发理由:哈哈哈哈，认真的吗//@小赞的DAYTOY:哈哈哈哈哈我惊呆了//@Sywmyt-:哈哈哈哈哈哈什么东西哈哈哈//@小能软软:他妈的哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈//@安囍順:？？？？？@迷惑行為大賞//@你没看错我就是资本虾:哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈笑死了哈哈哈哈哈原始用户:纯血流量纯粹色胚转发内容:这本来也没宣你吧……赞[1117]原文转发[267]原文评论[131]转发理由:哈哈哈哈，认真的吗//@小
肖战	要囤稿《皇叔》《西江月》看哪本留爪。出息的话，明晚上在主页更。
肖战余生请多指教	xz我喜欢一个医生，他叫顾魏。我喜欢一个王爷，他叫北堂墨染。我喜欢一个少爷，他叫方天泽。我喜欢一个恣意少年，他叫魏无羡。我喜欢一个努力的男孩，他叫肖战！因为是肖战，所以喜欢。肖战余生请多指教肖战斗罗大陆
肖战我喜欢你	xz在电视上看到我们小灶了，有人喜欢这个1:1等身高海报吗？2米长(肖战啊，全是腿），带和这两个tag卷🌸，7月27号送一个人，包邮(别嫌时间长啊，这天是我喜欢肖战一周年的日子，我想有点仪式感)，有可能会塞小周边，不带tag无效，点点不少于52张，超话10级以上，纯🦐，禁小号，其余没啥了抽奖详情
肖战为你开小灶	转发理由://@家常便饭保哥:来了，来了原始用户:开小灶官方微博转发内容:错过抱枕和立牌的小伙伴，不要沮丧啦~小灶在京东为你们准备了小礼物即日起在【统一京东自营旗舰店】预购开小灶土豆煨牛腩整箱装，就可以把明信片和短袖小赞透扇抱回家啦~统一开小灶自热米饭土豆煨牛腩口味4盒装*251克肖战周边箱内随机赠送送完即止
肖战余生请多指教	xz今日份兔兔肖战好帅！
肖战正能量艺人	肖战
肖战斗罗大陆	xz〖肖战〗时光往复，爱你如初，世界精彩，由你开始，愿你走过的每一条路都平坦，度过的每一天艳阳满天肖战正能量艺人肖战斗罗大陆
肖战最好的你	xz【指路回，不回主超链接】肖战正能量艺人，肖战助力湖北公益直播，肖战粉丝公益项目组，肖战DAYTOY公益组，肖战《经典永流传》，肖战《竹石》，肖战《红梅赞》，肖战抗疫短片《三十三》旁白，肖战春晚小品，肖战致敬抗疫英雄，肖战号召理智追星，演员肖战演技好，歌手肖战唱歌棒，肖战和粉丝越来越优秀！xzxzgg肖战肖战余生请多指教肖战斗罗大陆图片cr今天也想天天有玩具
肖战1005生日快乐	〖肖战〗你是最美好的风景，让人不自觉的喜欢，不自觉的跟着你的脚步努力，不自觉的去成为更好的自己。肖战
肖战	向着太阳，充满希望🌻
肖战余生请多指教	xz肖先生，想一直陪着你走，不需要有太多理由，陪着你一直走到尽头！
肖战唐三	xz今晚18.26❗cctv8星推荐预约起来！！！
肖战斗罗大陆	xz肖先生，想一直陪着你走，不需要有太多理由，陪着你一直走到尽头！
肖战斗罗大陆	xz重温三十三旁白，感触颇深，好吧，我就是想战战了，求
肖战	转发理由:姐原始用户:朱砂痣·肖战转发内容:🗼191203cosmo时尚盛典纵是年少风流可入画也自成风骨笔难拓
肖战正能量艺人	宝贝们闲下来了的话，这三条商务博转赞评再来点哦~注意转自家热转，内赞也会算到外赞上的1.https://m.weibo.cn/6643123988/45602760768927162.://m.weibo.cn/7296671966/4560297061261531xz
肖战	分享的@绿洲动态：雪？！绿洲
肖战	转发理由:原始用户:-战粉辟谣澄清bot-转发内容:xzPARTTHREE〖网/暴人/肉举/报相关澄清汇总〗◇同一批人假冒粉丝闹事，特别合集𝟘𝟙〖B站UP主老邪被骂停更事件辟谣〗𝟘𝟚〖汉服群被炸澄清〗𝟘𝟛〖粉丝举报相关澄清-B站/音乐剧/相声视频〗𝟘𝟜〖粉丝举报相关澄清-Lofter〗𝟘𝟝〖粉丝举报相关澄清-平台汇总〗𝟘𝟞〖网暴人肉相关澄清-作者/仙人跳/退学相关澄清〗𝟘𝟟〖关于Lof举报tag相关澄清〗𝟘𝟠〖关于“坚果抱枕”相关澄清〗𝟘𝟡〖关于韩国艺人相关澄清〗𝟙𝟘〖猫耳FM打一星澄清〗𝟙𝟙〖晋江文学城打一星澄清〗𝟙𝟛〖百度网盘打一星澄清〗𝟙𝟜〖325LOF作者zs事件辟谣〗𝟙𝟝〖亚非文学bot关闭事件复盘〗𝟙𝟞〖关于B站太太们“zs”事件汇总辟谣〗𝟙𝟟〖Steam相关澄清〗𝟙𝟠〖关于几位作者汇总辟谣〗𝟙𝟡〖关于举报“静静MV”〗𝟚𝟘〖举报B站up主“老番茄”澄清〗𝟚𝟙〖《灵契》作者退博事件澄清〗𝟚𝟚〖关于《撒野》相关辟谣〗𝟚𝟛〖郑渊洁事件澄清〗𝟚𝟜〖尤静波教授被人身/攻击辟谣〗
肖战最好的你	xz💫ᴬʳᵒᵘⁿᵈᵗʰᵉᵍᵃˡᵃˣʸ,ᵗʰᵉʳᵉᵃʳᵉⁿᵒᵇʳⁱᵍʰᵗᵉʳˢᵗᵃʳˢᵗʰᵃⁿʸᵒᵘ你是天空最美的那颗✨你是我们心中最完美的存在★[兔子]
肖战	好久之前的活动，我都快忘记了
苏战	室友为了追隔壁系的系草大费干戈，跑去冰场看他训练。你不是很愿意陪她去，拿了雅思词汇，在一边挡着脸当陪衬。他退场的时候，与你擦肩而过，笑着轻轻在你耳边说:“乖一点，今晚不要让我等太久。”
肖战	我会全力以赴奔向你的@绿洲动态：runrunrun！！！绿洲
肖战	<这里夏树｜唯战｜水平有限情绪稳定的写手>🐺《白月光》疾冲番外🌙《西江月》民国：肖战民国《西江月》合集（找不到的章节主页搜一下）🎐《我见皇叔多妩媚》宸王我见皇叔多妩媚🌊《用尽…，》禁完结❄️《与云书》言冰云完结-/视频/修图/有趣的灵魂/第一百零五页情书正主一位自证手动搜无不良嗜好，梦多话唠私信开，看不到的章节可私意识流，清水文十级爱好者-欢迎善意批评和指正👉👈
肖战	官宣!哥哥亲口承认了，和小飞侠相爱，🔒了🔒了果然哥哥和肥虾最有cp感
肖战斗罗大陆	xz【指路秒回，不回主超不回链接】余年有你，年年有余；与你相伴，不负余年！肖战斗罗大陆肖战余生请多指教图片cr水印
支持肖战代言	虾人也太狠了，挤爆程序到现在还没恢复……扫码n次进不去……咋办？
肖战	什么时候才能约上一顿啊！冬天可太适合吃火锅了🥺
肖战斗罗大陆	肖战斗罗大陆肖战余生请多指教就知道你☞@肖战工作室会出来擦p股[吃瓜]我爱肖战
肖战	妈妈～情人节快乐！祝所有的妈妈都健康美丽❤---
苏战	搓搓手，大师兄和小师妹的拉郎成片出来了。该有的元素都有了[awsl]青梅竹马也有，一见钟情也有，非你不可也有，该有的都有了，那些不能有的也意识流了请勿上升毕竟肖先生是我的！
肖战余生请多指教	xz匆匆，只凝结在你惊鸿一瞥，沿时光的刻度一帧帧记录都会成为最珍贵留念夜幕深沉里，你就是我的星✨肖战我喜欢你
肖战顾魏	xz想要25个兔兔我好想肖战，肖战我喜欢你
肖战	转发理由://@1005号虾虾能量客栈:今晚七点半锁定东方卫视，期待《异乡人》《用尽我的一切奔向你》精彩献唱。原始用户:东方卫视春晚转发内容:岁启九州新画卷，群星贺春谱新篇！《春满东方幸福牛年·2021东方卫视春节晚会》节目单新鲜出炉！灯光已聚焦，尖叫准备好，今晚19:30锁定，一起在欢歌笑语中红红火火迎新年！
肖战	爷的假期开始了，宅在家里看三哥
肖战最好的你	xz肖战正能量艺人，肖战和粉丝一起热心做公益，肖战演技好，肖战唱歌棒，肖战颜值高，肖战很暖心，肖战人品好，肖战有礼貌，肖战工作努力，肖战非常敬业，肖战尊敬前辈，肖战绅士风度，肖战三观正，肖战引领粉丝越来越优秀，肖战是根正苗红的好艺人！我喜欢肖战！
肖战斗罗大陆	i三的基本素养。三哥你的小魂兽已经准备好了表情包篇。xz
肖战最好的你	带坚果美照来洗洗各位眼睛，今早又被丑到了，我差点卡了阿部如果可以，请给我20个肖兔兔
肖战	关于肖战的微表情，我之前就夸过的。这要是换在一个老演员身上，又会被当成演技绝佳的素材，可惜很多人不是看实力看标签。只要贴上一个流量标签，就否定别人的所有，也别说粉丝脑残，那样的人其实更脑残，毫无判断力。他在微表情方面的运用其实已经超越很多人了。
肖战	xz喜欢是清风，是朝露，是脸颊红红，是千千万万人里，心里除了你再也装不下其它
肖战	私信里的圣诞猋猋太可爱了
肖战斗罗大陆	xz端午安康，来20个肉粽子，宝贝端午安康，顺顺利利
肖战斗罗大陆	xz看着你，满眼都是幸福想着你，满心都是甜蜜
阳光信用	友善真诚待人的结果是双赢。深刻的道理，往往是简单的；而简单的道理，真正做到了却很不简单。
肖战最好的你	xz25个小兔子，肖战好帅
肖战正能量艺人	[心]遇见你的时间正好，喜欢上你的时刻刚好，你的一切总是那么刚刚好
肖战为你开小灶	xz扩，真果粒花果轻乳jd新年定制款预售❗开小灶火锅也可以囤起来啦
肖战余生请多指教	转发理由:我是个假粉麦维他什么时候的事情，我lllb了//@有钱财报1005丨肖战:感谢bot代发，🦐们对这份清单有什么想法可以在小报的评论里提出原始用户:肖战_bot转发内容:【因为👉@有钱财报1005丨肖战一直被限流，bot代发一下】来了来了！小报带着大家千呼万唤的肖战粉双①1LIST来了！你想要的，秃头小报已全数列出！【图片包含：肖战同款/单钅连，🎁/肖战周边，晒单活动】肖战目前商务title：【代言】：雅诗兰黛（亚太区彩妆及香氛）、真果粒、Olay身体护理、小鹿茶【大使】：Olay、沙宣、汰渍、佳洁士、博朗（均为宝洁旗下）、双立人、麦维他、乐事【挚友】：Qeelin珠宝品牌挚友品牌方为小赞拍摄的物料创意十足又造福颜狗（物料汇总博请稍后），宠粉周边也是绝对美貌嗷！此次双①1还有优hui掉落，这么给力我们当然要一如既往地买买买买买！！小报已经定好闹钟准备拼手速付尾款了！你呢？（本次汇总不包括小鹿茶、qeelin挚友、乐事）
肖战斗罗大陆	xz今日份的20个口粮肖战好帅！
苏战	十八『军阀少帅＆天涯歌女』百乐门那边儿出事儿了，少帅亲手解决了一个跑茶水的伙计。跑茶水的伙计？斐夏只记得门厅跑茶水的都是孩子，一念至此，她已然是心灰意冷，料定萧战冷血无情。“听小赞说，你们今天见过了？”萧战回来的时候，房里也没开灯，他去解身上的那一身戎装，黑暗中斐夏能听见金属扣子打开的声音。“怎么不说话呢？那钢琴，你还喜欢吗？”萧战温和问道，刚刚一进门他就听小赞跟他夸口她的琴艺。他借着月光走过去，轻轻揽住她的肩膀，熟料斐夏却一个猛回身，秋水如虹的刀刃朝他方向袭来。【原文见图】【西江月更新合集】肖战民国《西江月》合集【《江山如此多娇》预】xzxzxzggzz
肖战斗罗大陆	xz我连今天喝的奶茶里有几颗珍珠都想告诉你
肖战1005生日快乐	xz出道四周年快乐，虽然有错过的过去但是未来一直都会在！谢谢你也一直都在❤当逐天光岁岁步步如愿以偿幸运尽兴不遇跌宕一路坦荡驭风扶摇直上愿君平安顺遂前路坦荡再无风霜
肖战	啥也不说了！！！
肖战余生请多指教	xz看图❗动一下[米奇比心]……
肖战	"落幕即被夹嘴我今天只能到此结束了…估计又要被关8个小时了…明天""见""吧"
肖战最好的你	新的一天，依旧新的积分，我来求积分啦~[兔子]
肖战	求20个兔子🐰🐰🐰🐰
支持肖战代言	xz快来官博捞晒单，底下有很多，记得备注肖战粉丝小飞侠
电视剧斗罗大陆	转发理由://@心碎却着迷:43亿完美收官，单日最高播放纪录2.11亿，目前为止今年唯一破3电视剧，恭喜斗罗大陆，恭喜一番大男主肖战！感谢@CCTV电视剧，感谢@腾讯视频，“亿陆”相伴，感谢有你！！！xz原始用户:电视剧斗罗大陆转发内容:央视@CCTV电视剧，@腾讯视频43亿完美收官史兰客七怪无畏风雨并肩前行，“亿陆”相伴，感谢有你
肖战	转发理由:啊啊啊，崽!!!斯文败类可以安排起来吗？原始用户:Trouvaille1005·肖战转发内容:|2019年12月6日SKP-SxGENTLEMONSTER活动帅晕过去了[给你小心心]
肖战	xz今天的开屏大帅哥真的赏心悦目
狼殿下肖战	转发理由:从舞台到荧幕，从爱豆到演员，肖战从未停止奔跑与蜕变。不曾改变的，是温和谦逊的品格，是数年坚守的敬业，是铭刻不忘的初心。跟随肖战的步伐，与时代同行，做更好的自己原始用户:parasolgirl转发内容:xz你负责闪耀星程，我们负责伴你远航，铭记最初的愿望，认定内心的方向，不忘初心，不惧挑战，勇往直前，愿梦和远方都属于你💖万物枯荣皆为你眼，我目眩神驰。而你一笑清明，潦倒我的众生
肖战	笑死了
肖战最好的你	★在我最好的年华有幸遇见，并决定一直守护。喜欢一个人其实很简单啊，哪怕只是隔着屏幕看着他都能傻乐一整天今日兔贴指路回
肖战余生请多指教	xz时间总是把对你最好的人就到最后，毕竟喜欢就像是一阵风而爱是细水长流
肖战斗罗大陆	|肖战正能量艺人，肖战粉丝热心做公益，肖战演技好，肖战唱歌棒，肖战颜值高，肖战很暖心，肖战人品好，肖战有礼貌，肖战工作努力，肖战非常敬业，肖战尊敬前辈，肖战绅士风度，肖战三观正，肖战引导粉丝越来越优秀！
肖战	“是本王平时太过于纵容你，纵得你如此不知天高地厚。既这么闲，不如早点给府里添位小世子，免得你到处拈花惹草。”“他看你的眼神，本王不喜欢。”
肖战斗罗大陆	宝子们都来给战战微博搞搞转发评论，直接点进链接[牛大发]可以每隔一会就去评论转发点内赞，肖战本人微博转赞评非常重要。冲冲冲！！
肖战最好的你	求好多好多兔兔！谢谢大家[给你小心心]期待肖战余生请多指教期待肖战顾魏肖战好帅肖战超帅我觉得肖战非常帅理智支持肖战代言理智支持肖战影视综艺
肖战唐三	xz宝贝们，早上好，📣📣见扩见顶，不要忘记基础呀❗️❗️1.宝贝们哥哥微博，请多多转赞评，内赞点满！不会还有人不会抡博吧[单身狗]2.花十秒做一下寻权3.再花十秒送三朵小花花给大帅哥送花链接非常非常简单，不要拖，很多人想拖到晚上做最后就忘记啦4.做完了继续追剧继续炖鹅
肖战最好的你	xz春杪夏首为爱聚，真诚如初历千帆。一蓑烟雨自在去，热爱终抵岁月长。✨让我们一起变成更好的人吧✨肖战平安顺遂✨
肖战斗罗大陆	大家今日份🐔分拿满了吗？没满的快求兔！满了的有时间来这里给别人兔兔哦给兔子先生攒🐔分[抱一抱]xz
肖战最好的你	xz今日份兔兔，肖战好帅，我好喜欢肖战
肖战正能量艺人	[心]星球不够加油肖战正能量艺人,肖战余生请多指教肖战夜空中最亮的星
